gene, B cells_naive, Monocytes_CD14+, Monocytes_CD16+, NK cells, T cells_CD4+_memory TREG, T cells_CD4+_naive, T cells_CD4+_naive_stimulated, T cells_CD4+_naive TREG, T cells_CD4+_TFH, T cells_CD4+_Th1_17, T cells_CD4+_Th17, T cells_CD4+_Th1, T cells_CD4+_Th2, T cells_CD8+_naive, T cells_CD8+_naive_stimulated
LZTS3,,,,,,,,4.268672117,,,,,,,
M6PR,-0.930289871,-1.153459065,,-1.50117179,,-1.324693072,,-1.464256564,-1.5007686,-2.345801523,-3.015468989,,-2.139033082,-1.267296596,
MACF1,,,,,,,,,0.908042325,,,1.031422055,,,
MACO1,1.875804427,,,,3.387474797,1.687177792,,1.95506562,2.368253344,2.836206108,2.019351053,2.936974083,2.400823383,2.094057772,
MACROD2,0.979156562,,,,,,,,,,,,,,
MAD1L1,1.482001109,,,,,,,,1.499424986,,,,2.047861537,,
MADD,,,,,3.149911031,,,,,2.936164673,,2.195381219,,,
MAEA,,-0.533229586,,,,,,,,,,,,,
MAF,,-5.852474156,,,,,,,,-1.926552199,,,,,
MAF1,,,,,,-1.171429282,,,,,,,,-1.125217141,
MAFF,,3.297377297,,3.267067887,,,,,,4.183960128,,4.21503588,3.091002101,3.018278519,
MAFG,,1.594916084,,,,,,,,,,,,,
MAGED1,-2.258707003,,,-1.202629977,,-1.276670767,,-1.629220879,,,,,,,
MAGED2,,-4.105103874,-1.459480476,,,-1.930485101,-3.610747913,,-1.066370043,-2.233002226,,-1.750800718,-2.680065569,-1.424230186,
MAGI2-AS3,,-4.653968179,,,,,,,,,,,,,
MAGI3,,,,,,2.112176686,,,,,,,,,
MAGOH,,,-1.710368472,,-2.600425535,0.62472551,-1.612513544,,,-1.984198725,,,,0.847165945,
MAGT1,,,,,2.52256321,1.412800523,,2.397805917,1.43867,,,1.680626535,1.266898516,1.830281976,
MAL,,,,,-3.703462861,,,-1.497730559,,,,,,-1.174936439,
MALAT1,,,-0.957017359,,-2.521879011,-0.705650326,,-0.763568582,,,-1.181275894,,-1.009209683,-0.84594973,
MALSU1,,,-1.497108041,,,,,,,,,,,,
MALT1,,,,,,1.58237568,1.251141638,2.243314494,1.511683305,1.899064883,,1.879394671,,1.888728518,
MAML1,,1.170643908,,1.327492061,,1.35782474,,,,,,,,1.983220512,
MAML3,3.106958008,,,,,,,,,,,,4.97528332,,
MAMLD1,,-6.7113578,,,,,,,,,,,,,
MAN1A1,,,,,,,,,,2.058912698,3.627784844,,,,
MAN1A2,,,,,,,,,1.583246432,,,1.98147973,,,
MAN2A1,,,,,2.51524236,,,,,2.353870973,2.196505691,1.983663555,,,
MAN2B1,1.494967089,,,,,,,,,,,,,,
MANBA,,,,,,,,,,,,,,2.497298926,
MANF,,,-2.5420432,-1.515628648,,,,,,-2.524738423,-3.048466044,,-2.689223099,,
MAP1LC3B,0.888448775,0.889623211,1.831476729,,,,,,,,,,,0.93277417,
MAP1S,,1.86096643,,,,,,,,,,,,,
MAP2K1,2.051832002,,,,,1.899516449,,,1.79589974,2.811396283,2.657079036,2.947435563,2.78775701,2.310714705,
MAP2K2,,-0.983585914,-1.051401337,,,,,,,-1.908126992,-1.782797883,,-1.408752164,,
MAP2K3,1.055773443,1.171224902,,1.350865159,3.714854086,,,3.556938633,3.766986385,2.861344455,3.697573143,,4.136225656,,
MAP2K4,,,,,3.189869358,2.505780316,,2.961406605,2.887690498,2.732027187,3.007476218,3.071112286,2.782720609,2.807058104,
MAP2K5,,,-1.939201471,-2.346583799,3.95668408,,,,,-2.515086051,,3.923125499,-2.555995242,,
MAP2K7,1.411793579,,,1.446173624,,,,,,2.246956524,,2.167851559,,,
MAP3K1,,,,,,,,2.032067377,1.264700372,2.656815459,,2.554559852,,2.25681566,
MAP3K14,,,,,3.786396724,,,,3.128049024,,,,,,
MAP3K2,,,,,2.762910247,,1.841211455,2.199554459,2.16521579,,2.453715559,2.188821606,2.110795865,,
MAP3K3,,,,,,1.734652292,,2.544022325,1.703503823,2.057589694,,,,,
MAP3K4,,,,,,-0.531931238,,,1.839155438,2.254862557,2.107757069,,,,
MAP3K8,2.292368474,,,,,,,4.283253301,3.108425462,,4.337240074,3.292173772,5.260466471,,
MAP4,,,-1.744141226,,,1.454799137,,,1.63669292,,1.546503559,,,1.467319944,
MAP4K2,,,,,,1.524009319,,,,,,,,,
MAP4K3,3.713330223,,,4.926791626,5.388039653,2.355698322,,3.451411236,,,,,,,
MAP4K3-DT,,-3.103766631,,,,,,,,,,,,,
MAP4K4,,,,,,1.507127121,,1.760744895,1.663824009,1.771727708,1.970890901,1.862179818,,1.613264845,
MAP4K5,2.065200201,,,,3.35768943,1.99197042,,3.224707393,2.624240469,2.083061826,2.383842017,2.327135635,3.019426364,2.428964306,
MAP7D1,,,,,,1.191657591,,,,,,,,,
MAPK1,1.711999869,,,0.923040613,,1.374154412,,,1.454401193,,,,,1.413779211,
MAPK14,,,,,,,,,,,,,,2.234416623,
MAPK1IP1L,1.867740632,,,,2.146580727,1.81613984,,2.048325253,1.935290339,1.928696796,1.746734157,2.057724679,1.905969813,2.122151105,
MAPK6,2.42583229,,,,2.63470362,1.861223242,,2.564795529,2.138910974,2.582288553,2.711237193,2.756074178,,2.271412653,
MAPK8,,,,,3.602420291,3.065070386,3.253644639,3.563804574,3.292092819,,3.475411782,,3.227276054,3.564827758,
MAPK8IP3,,,,,,1.903911887,,3.529429992,3.006933905,2.672416978,2.726849987,2.046934756,2.085743282,2.387008031,
MAPKAP1,,,-1.639260283,,,,,,,-2.179936693,,,-1.595489063,,
MAPKAPK2,2.180754764,,,1.713362262,,2.561304411,,2.903507355,3.002547068,2.324241243,2.218552624,2.208497079,2.195451808,2.283627304,
MAPKAPK5,,,,,,1.551240704,,,,,,,,,
MAPKAPK5-AS1,,,,1.213560724,-3.305812129,,,,,,,,-1.858986021,,
MAPRE1,1.192099604,,,0.815035257,,1.137994413,,1.790456948,1.451759045,1.335313689,,1.416662247,,1.102715085,
MAPRE2,,,,,,1.91101971,,2.559651849,1.772051262,2.623378795,2.664731258,2.192458853,2.55023061,2.051516665,
MARC1,,-3.269869593,,,,,,,,,,,,,
MARCH3,,3.99092914,5.464207781,,3.88021587,2.93241886,,4.421455369,4.722800493,5.80272699,,4.941002318,4.926573479,4.181437837,
MARCH5,1.680548067,1.007013808,,1.818609786,,1.364403086,,1.596018198,1.914738943,2.138174465,2.47780198,1.912566497,1.928930574,1.736031598,
MARCH6,,,,,2.307954161,,2.176036357,1.811065632,2.029905724,2.255462345,2.021501824,2.042786485,2.155804751,,
MARCH7,1.417010074,,,,,0.862896437,,1.481875812,1.001327457,,,1.181403275,,1.1024312,
MARCH8,,,,,4.137532409,1.298593756,,,,,3.437387024,,3.482750178,,
MARCH9,,,,,,,,,,,,,-2.419404296,,
MARCKS,1.487041712,,,,,,,,,,,,,,
MARCKSL1,-1.538600342,,-2.756156579,,,,-2.40469256,,,,,,,,
MARF1,1.145412228,,,,,1.376673342,,1.658961798,1.637454988,,,1.835090083,,1.514986733,
MARK3,1.47447207,,,,2.320794055,1.514989668,,2.624478284,1.974829308,2.125366516,2.168832623,2.23277305,2.281197258,1.749878508,
MARK4,,1.313639666,1.814703098,,,,,,,,,,,,
MARS,1.721249839,,,1.738739624,,1.809020504,,2.502788544,2.646785159,2.22415307,2.226341676,2.288832538,2.600332151,1.911233534,
MAST4,-2.23173888,,,,2.49315967,2.362162453,,,2.566252742,,2.757181287,,2.192522464,,
MASTL,3.523542405,-2.446854259,,,4.687163749,2.444731694,,4.24410266,,,,,,,
MAT2A,,-1.633062324,-2.334485775,,,,,,,,,,,,
MAT2B,-1.544839338,-1.824373998,-2.033254781,-1.60954083,-2.219034018,-1.342501601,,-1.690886656,,-2.324758624,-1.904731318,-1.775584749,-1.521403007,-1.639460562,
MAU2,,,,,2.086938172,1.707334649,,3.48993871,2.178088185,,,,,1.814952514,
MAX,,,,0.929819933,,0.894238072,,1.223657345,1.05951267,1.34171842,,1.28775781,,1.039658838,
MAZ,-1.176522983,,-1.071835249,,,,,,,,,,,,
MB21D2,,-3.747153506,,,5.733247287,4.527939186,,,,3.467030192,2.923310858,4.532510334,3.701426718,,
MBD2,-0.736539854,,-1.685478389,,-3.051809406,,,,,,,,-1.83820701,,
MBD3,,-2.621287286,,,,,,,,,,,,,
MBD4,-1.267605499,,-1.022613659,-0.805376879,,0.451761881,,,,,,,,,
MBD5,,,-1.902151968,,-2.533708171,,,,,,,,-2.066551764,,
MBIP,,,,,,1.342216018,,2.139614039,1.731366564,1.572561701,1.654638157,,,,
MBNL2,,,,,,1.585257622,,2.721411642,1.890285552,2.83444066,2.795175281,,1.814483261,1.577469904,
MBNL3,,,,,4.410860771,,,,,,3.740577639,,3.421622561,,
MBOAT1,,,-2.270944027,,,,,,,,,,,,
MBOAT2,,,,,,,,,,,5.114409345,,,,
MBP,,,,,,,,,,,,-1.045840198,,,
MBTD1,,,,-1.023745277,3.433679346,2.583309712,,3.405340881,2.990041143,3.689199573,3.205409731,2.505693198,3.235925756,2.775843675,
MBTPS1,,-0.669714492,,,,,,,,,,,,,
MCCC2,1.623412674,,,,,2.32744041,,,,,,,,,
MCF2L2,,-2.531823024,,,,,,,5.145218563,,3.501970001,,,,
MCFD2,1.1798169,,,,,1.315506936,,,,,,,,1.486387779,
MCL1,,,,,-2.654773316,-0.723646338,,,,,,,,1.023915937,
MCM9,-1.211241473,,,,2.564390536,,,,3.215917733,2.759510695,3.289718256,3.42254179,,,
MCMBP,,-1.31170528,-2.794187186,,,,,,,,,,,,
MCOLN1,,,-1.286194382,,,,,,,,,,,,
MCOLN2,,,,3.082581187,,,,,,,2.850943643,2.713785398,3.50787365,,
MCPH1,,-1.229201036,,,,,,,1.42956969,,,1.758277119,,,
MCRIP1,-0.964150575,-1.332200008,-1.407927664,,,,,,,,,,,,
MCRIP2,,,-4.050550687,,,,,,,,,,,,
MCTP1,,,,,,3.648680597,2.729861821,3.640359131,,,,,,,
MCTP2,,,4.687993182,,,,,,,2.249947379,,3.271320368,,,
MCTS1,-1.369377108,-1.296831759,-1.594658601,,,,,,,,,,,,
MCU,,,,,,,,,,,,3.717190389,,,
MCUB,-1.106157946,,,,-2.868014237,,,,,,-3.192829997,,-1.491894504,,
MCUR1,,-3.631289804,,,,,,,,,,,,,
MDFIC,-2.002496491,,-2.90632976,,,,,,,,,,,,
MDH1,-1.311249149,-2.028815624,-2.262711073,-1.121909703,,-0.608507945,,,,,,,-2.520328677,-0.923542119,
MDH2,,-0.816781656,-1.289427778,,,,,,,,,,,,
MDM1,,,-2.552556124,,,,,,,,,,,,
MDM2,,,,0.888433933,,0.895001512,,,1.493207723,,,,,1.562925057,
MDM4,1.049197628,,,0.866813116,,0.781258894,,1.520411624,0.901166745,,,,,1.023027528,
MDN1,,,,,,-0.694595946,,,,,,,,,
ME1,,,,,,,,,,2.838192715,,,,,
ME2,,,,,,,,,,,,,-1.919072943,-0.91890393,
MEA1,,,-1.512208358,,,,,,,,,,,,
MEAF6,-1.637231302,-1.098758348,-2.195113937,-1.161425817,-4.031192359,-0.997484704,,-1.502194957,-1.218658276,-2.531428626,-2.703584795,-1.426630895,-2.330474459,-1.016758625,
MECP2,,,,,,1.083425347,,1.678499775,1.468943158,1.416758224,1.938407369,,,1.341097361,
MED1,1.206363073,,,,,1.090390252,,,1.180334403,,,,,,
MED10,,0.836728832,,,-2.585884089,,,,,-2.091839753,,,,,
MED11,,,-2.21660302,,,,,,,,,,,-3.159450447,
MED12L,,,,,,,,,,4.263738503,,,,,
MED13,,,,,2.599577822,1.869733991,3.071256471,2.170666769,2.364100449,2.311546889,2.524839456,2.23387675,2.264877246,1.958722674,
MED13L,,,,,2.568028453,,,,2.349648311,,2.340506902,2.487488475,,,
MED14,2.036398038,,,,3.948147323,1.837730723,,2.999085072,2.732783602,3.117354351,3.132192752,2.82665102,2.610629711,2.070505435,
MED15,1.737381297,,,1.43384617,,1.766087176,,2.393660526,1.703139864,1.990167772,1.831870261,1.915815347,1.846243038,1.774770522,
MED17,,,,,,1.106875653,,,,,,,,,
MED21,,,,1.361889667,,,,,,,,,,,
MED23,,,,,,,,2.795176008,1.833697947,1.862072256,,1.818454986,2.412005931,1.580364891,
MED26,,2.705725512,,3.106130727,,,,,,,,2.860463336,,,
MED27,,,,,3.064179627,,,3.586526413,2.712775307,2.52637167,2.775068971,2.978855786,2.748727161,,
MED28,-0.71568002,,-1.819041439,,,,,,,,,,,-0.79554954,
MED29,,,,,,1.920837257,,,,,,,,1.853077383,
MED30,1.233617331,,-1.150193689,1.021315198,,1.077633065,,1.648911264,1.013137254,,,,,1.223687512,
MED4,,0.517344754,,,-3.083503759,0.62653753,,,,,,,,0.83125688,
MED6,,,,,,,,,1.20791347,,,,,0.812009793,
MED8,,,-1.132816665,,,,,,,,,,,,
MEF2A,,,,,,,1.339231339,2.18060134,,,,2.702239316,2.304373644,2.188517846,
MEF2C,-0.968658259,,-1.5597379,,,,,,,,,,,,
MEF2C-AS1,-1.615819433,,,,,,,,,,,,,,
MEF2C-AS2,-4.0384266,,,,,,,,,,,,,,
MEF2D,2.169606495,,,1.949208046,,1.653033878,,3.826382414,,2.29592224,,2.051899404,2.346950086,,
MEFV,,,-1.930298591,,,,,,,,,,,,
MEG3,,,-4.094942529,,,,,,,,,,,,
MEIKIN,,-5.193990504,,,,,,,,,,,,,
MEPCE,2.036387042,,,2.133477771,,,,,,,,,,,
MESD,-1.702032358,-1.724467627,-1.523149499,-1.846998349,-2.709273143,-1.224996597,,-2.244973629,-1.975045322,-2.439038925,-2.904079144,-1.754380177,-2.423428154,-1.575227201,
METAP2,,,-1.404456568,0.731870495,,0.647453017,,,1.086598801,,,,,0.540651571,
METRNL,,,,,,,,,,2.799074817,,2.832632015,,,
METTL15,-1.158919394,-2.146673989,,,,-1.125165177,,,,,,,-2.813420223,-1.667616524,
METTL16,,,,,,,,,2.154798693,1.958791766,2.104640275,1.838633209,1.850072776,,
METTL23,,,,-1.337207906,-3.911179673,-1.083308851,,-1.927168932,,-2.044868377,-2.522414997,,-2.344291266,-1.512278816,
METTL26,-1.453663383,-0.890414572,-1.796012442,-1.325923677,,,,-1.400148981,,-3.54762099,,,-3.841610168,-1.450491763,
METTL5,-1.620091763,,-1.66985969,-1.587497364,,-1.036882879,,-1.798951857,,-1.92435319,,,-2.265259821,-1.516470585,
METTL7A,-2.517255657,,-2.098294746,,,,,,,,,,,,
METTL8,-2.263536209,,,,,,,,,,,,,,
MEX3C,1.696342084,,,1.062938496,,,,,,2.164593858,,2.616303371,,2.555035504,
MFAP3L,,-4.288574673,,,,,,,,,,,,,
MFF,,,,0.594453664,,0.718273108,,,,,,,,0.800552441,
MFN1,,1.19521081,,,,,,,,,,,,,
MFNG,,,-2.476130247,,,,,,,,,,,,
MFSD1,,,-3.275673486,,,,,,,,,,,,
MFSD10,-1.113432606,,-2.429792183,-1.023497194,,,,,,-2.341891974,,,,,
MFSD11,,,,,,1.626335066,,2.95986445,2.279525501,,,,2.408102015,2.322935061,
MFSD13A,,-4.435470019,,,,,,,,,,,,,
MFSD14A,2.109707425,0.983296545,,,2.208979603,1.977213905,,2.070913387,2.264310053,2.224579972,2.749896946,2.223623777,2.053702268,2.199975702,
MFSD14B,,,,,,2.916659549,,,2.751885069,,,2.956478251,,,
MFSD14C,,,,,2.310018719,,,,1.90243125,2.130491542,,2.310012943,2.153272021,,
MFSD4B,,-3.754977547,,,,-1.549583644,,,,,,,,-2.711755292,
MFSD6,,,,-1.34185611,,,,3.191994731,,2.431527426,,,,,
MFSD8,,,,,,1.204778121,,,,,,,,,
MGA,,-2.172401167,,-1.048899439,,-0.848751578,,,,,,,,-1.149407942,
MGAT2,,,,,,,,,,,,,,,-4.292008184
MGAT4A,,,,,,,,,,,,,-2.282753834,,
MGAT4B,,-2.847530298,,,,,,,,,,,,,
MGAT5,,,,,3.546677436,,,4.130363498,2.846919807,,,3.276105849,,3.393317655,
MGMT,,-1.258059202,,,,,,,,-3.032590222,,,-1.797315214,-1.495005673,
MGRN1,1.494581228,,1.269509064,0.790810263,,,,,,,,,,,
MGST2,,-1.381038247,-3.549978726,,,,,,,,,,,,
MGST3,-2.082386543,-1.462855279,-1.448529974,-1.485776528,-1.567216991,-1.827256425,,-2.610709012,-1.338052731,-2.226085156,-2.447936907,-1.531839469,-2.334502025,-2.175461438,
MHENCR,-1.82199228,,,,,0.747325706,,,,,,,,1.027675134,
MIA2,,-1.054219266,-1.846937602,,,,,,,,,,,,
MIA3,-0.625390159,,-2.045524175,,,0.800947211,,,,,,,,,
MIB1,,-1.096588476,,-1.986409894,-3.781798309,,,,,,,,,,
MICAL1,1.554027922,,,,,,,,,,,,,,
MICAL2,,,,,3.142522285,,,,5.317520439,,2.96352901,,,,
MICAL3,1.722320829,,,,,,,,,,,,,,
MICOS10,,-1.157213376,-1.452951616,,-3.68567987,-1.416508646,-3.086785478,-1.880367422,-1.639503187,-2.276660441,-2.35512627,-1.721444093,-1.91928843,-1.575035558,-3.05042103
MICOS13,-1.343631731,-1.148441264,-2.0890364,-1.478493565,-3.909443577,-1.147951885,,-1.782103566,,-2.175779691,-2.23968416,,-2.212366291,-1.132411872,
MICU1,,,,,,-1.152173854,,,,,,,-2.275852938,-1.321803598,
MICU2,,,,,,,,,2.287398253,,1.899707112,2.303886052,,,
MID1IP1,,,-3.049963174,,,,,,,,,,,,
MIDN,1.777241204,,,,,,,,,1.730008217,,,,,
MIEN1,-1.034227966,-1.314369421,-1.362280556,-1.155673384,,,,,,,,,,,
MIER1,1.025764417,,,0.963050742,-1.819747645,0.849819139,,1.370669003,0.940481745,1.073093783,,1.343379795,,0.896884801,
MIF,,,,,-2.568425202,,-2.247270591,-1.167400811,-1.438127827,-1.441170904,-1.790730956,,,,
MIF4GD,,-2.06700893,,,,,,,,,,,,,
MIGA1,,,,,,,,,1.923770524,,,2.167407134,,,
MIIP,,,-2.108909273,,,,,,,,,,,,
MINDY2,,,,-1.90301427,,,,,,,,,,,
MINDY3,,-0.60726424,,,2.685816418,,,,,,,,,,
MIOS,1.85691609,,,,,2.179429708,,,2.344174816,,,,,1.947658745,
MIR155HG,,,,,,,,,,4.653932258,4.705515272,,4.295817491,,
MIR181A1HG,4.399169018,,,3.45340597,3.424823255,,2.4470753,3.379333759,4.057476656,5.000926513,5.08435462,4.639145236,3.947421257,2.760064408,
MIR181A2HG,,,,-3.704982445,,,,,,,,,,,
MIR222HG,,,,4.553444859,,,,,,,,,,,
MIR22HG,,1.978582874,2.16074175,,,,,,,,,,,,
MIR34AHG,,-7.484451756,,,,,,,,,,,,,
MIR4435-2HG,,,-1.388200157,,,5.667612614,,4.892002022,4.549358406,,4.031067336,,,6.18509196,
MIS18BP1,,,,0.818514422,,0.878085077,,,,,,,,,
MISP3,,-4.740636691,,,,,,,,,,,,,
MITD1,,-2.432408082,-2.75814315,-1.623516882,,-1.130854656,-3.902959397,-1.997322991,-1.954139992,-2.658132839,-3.063605646,-1.820233236,-2.805478307,-1.081968298,
MITF,,-2.851523321,-3.994029881,,,,,,,,,,,,
MKI67,,,,,6.480432535,,,,,,,,,,
MKLN1,,,,,,,,2.58581773,2.290377082,2.983937625,2.865387972,2.797965968,2.504724605,,
MKNK2,,,-1.258541549,1.057948592,,,,,,,,,,,
MKRN1,,,1.266053463,,3.891939521,,,2.048171945,,2.773873332,3.206220224,,3.018648028,,
MLC1,,,,1.088788404,,,,,,,,,,,
MLEC,-1.62437039,-1.105926292,-1.901954777,-1.200377824,,,,,,-2.138307549,-2.264393247,,-2.522810329,,
MLF2,-1.344730101,-0.451690764,-1.218795833,0.709744665,,,,,,,,,,,
MLH1,1.188840241,,,,,,,,,,,,,,
MLH3,,-3.816468931,,,,,,,,,,,,,
MLLT10,,,,,,,,,,,,3.023866793,,,
MLLT11,,,,3.094559915,,,,,,,,,,,
MLLT3,,-3.150898866,,,,,,,,,,,,,
MLLT6,-1.354115333,,,,,,,-1.305415929,,-2.057918418,,,,-1.175098079,
MLX,,-1.823901948,-1.478335081,,,,,,,,,,,,
MLXIP,,,,,,1.363776594,,,,2.215691838,,2.060163142,,1.50716793,
MMADHC,,,-1.066047935,,,0.684463156,,,,,,,,0.822078055,
MMD,2.279537738,-4.108834742,,,,,,,,,,,,2.293803666,
MMP14,,-6.179834115,,,,,,,,,,,,,
MMP19,,-7.302487466,,,,,,,,,,,,,
MMP24OS,,,,,,-0.882949046,,,,-1.568027692,,,-1.545360277,-1.262174909,
MMP9,,-8.254973671,,,,,,,,,,,,,
MNDA,,,-2.495838107,,,,,,,,,,,,
MOAP1,,,,1.246875157,,1.110891546,,2.115195028,1.194973255,,,1.617416752,,1.040587454,
MOB1A,-0.643427443,,,,,,,,,-2.089298335,,,,,
MOB2,,,-1.740056855,,,,,,,,,,,,
MOB3A,,,,1.267391203,,,,,,,,,,,
MOB3C,,-4.599064045,,,,,,,,,,,,,
MOB4,,0.949952571,,,,0.749680217,,,,,,,,1.07106482,
MON2,,,,,3.230453926,,,2.888671241,2.460235946,2.798436312,2.489035155,2.642431171,2.612461635,,
MORC3,,,,,,,,,,,,-1.027016033,,1.22354764,
MORF4L1,0.929780769,,,,,0.800490716,,1.051903901,0.786554057,,,0.875735667,,0.957953293,
MORF4L2,1.580191563,,,,,,,,1.475427436,1.894435884,1.458203357,2.094032495,1.562233097,1.562344666,
MOSPD2,,-2.033262101,-2.890415057,,,,,,,,,,,,
MPC1,,-0.706153468,-1.727142775,,,,,,,-2.42372821,,,,,
MPC2,,,-1.00722696,,,,,,0.595302027,,,1.066424642,,,
MPEG1,-1.831656943,,,,,,,,,,,,,,
MPG,-1.515687976,-1.007929368,-2.817861437,,,,,,,-2.407978913,,,-2.576847634,,
MPHOSPH10,-1.309611869,,,-0.775368166,,-0.830354098,,,,,,,,-0.87033599,
MPHOSPH8,-1.121969861,,-1.948917993,,-2.557163267,-0.993882873,-3.284729098,-1.146577922,-1.602287699,-1.900075537,-2.366924208,,-1.597980751,-1.157999564,
MPHOSPH9,,,,-0.807973305,,,,,,,,,,,
MPIG6B,,-3.856831832,,,,,,,,,,,,,
MPLKIP,-1.224531342,-1.084034965,-1.976492236,,,-1.033263476,,,-1.893868371,-2.147830536,,,-2.103133244,-1.373406119,
MPP1,,,,5.176542537,5.743584932,,,4.985760891,6.220957608,5.266033952,7.188759281,,6.799187081,,
MPP6,1.753789399,,,,,,,,,,,3.888533716,,,
MPP7,3.039134995,,,,3.296704429,,,,,2.873647079,3.067750014,2.696198739,,,
MPPE1,,,,,,,,,1.424176668,,,,,,
MPRIP,1.070400114,1.41931873,,0.89444761,,,,,,,,,,-1.162897442,
MPST,,-1.284790386,,,,,,,,,,,,,
MPZL1,,,-2.341693127,,,,,,,,,,,,
MPZL3,,,,,3.873790024,2.520213487,,2.771138243,3.115376839,,3.752667315,3.64543503,3.528795777,3.165167644,
MRC1,,-7.874110526,,,,,,,,,,,,,
MRFAP1,,-1.137914554,-1.188179729,,,,-1.865874698,,,,,,-1.159782636,,
MRFAP1L1,,,,-2.429228339,,-1.136299291,,,,-3.048962668,,-2.219715027,-2.481474094,,
MRM2,,,-2.732253427,,,,,,,,,,,,
MRPL1,0.960789076,,,,,,,,,,,,2.069571549,,
MRPL10,,,,0.891164314,3.07784081,,,,2.006856678,1.477714853,,1.812101663,,,
MRPL11,-1.40600571,-0.80596179,-2.023658227,-1.288179758,,-0.921415897,,,,-1.897652189,,,,-0.882245584,
MRPL13,,,-1.893881128,,,0.817658109,,,,,,,,,
MRPL14,,-1.622813637,-1.828064317,-1.100172535,,0.953953137,,,,-1.948379155,,,-2.181197726,,
MRPL16,-1.962511289,,-2.357078535,,,,,,,,,,,,
MRPL18,-1.818658176,-2.420909261,-2.212573346,-1.13407811,,,-4.058371073,,-1.192307952,-1.797321504,,,-1.941654694,-1.137112499,
MRPL19,-1.850618549,,-2.00444706,,,,,,,,,,,,
MRPL20,-1.342771871,-1.43091915,-1.519763773,-1.273576552,-3.023578071,-1.038635086,-2.213408338,-1.700633263,-1.596914253,-2.204013597,-2.672656438,,-2.103952205,-1.190189225,
MRPL21,-1.233150798,-0.765670151,-1.47174253,,,,-2.264043405,,,,,,-1.412755427,,
MRPL22,-0.920651977,,-1.865126598,0.631344719,,0.895654806,,,,,,,,0.65843125,
MRPL23,-1.799560475,-1.047961476,-1.594584394,,,,,,1.746602662,,,,,,
MRPL27,,-2.332446184,-1.732183696,,,,,,,,,,,,
MRPL28,,,-2.331433247,,,,,,,,,,,,
MRPL3,-1.223703396,-1.389660976,-2.556217622,,,,,,,,,,,,
MRPL32,,,-2.644917407,,,,,,,,,,,,
MRPL33,,,-1.796615982,,-4.392837688,-1.009111195,-2.936119313,-2.003670281,-1.001618592,-2.347970652,-3.681106586,,-2.310371645,-1.029931095,
MRPL34,-1.998059947,-1.522172195,-1.691522023,-1.471752028,-3.847091872,,,-1.373796399,-1.341236988,-2.211549565,-2.596658075,-2.099208295,-2.531002685,,
MRPL36,-1.843897433,-1.667596112,-1.535091292,-1.769226857,,,,,,-2.279337905,,,,,
MRPL4,-1.483824053,,-2.595166808,,,,,,,,,,,,
MRPL40,-2.011732563,,-2.500812161,,,-2.397068251,,,,,,,,-2.8127948,
MRPL41,-1.323857605,,-2.152822816,,-3.272454626,,-2.252719302,-1.296470235,,,-3.079180512,-1.134118661,-2.236123825,-1.209864965,
MRPL42,,,-1.535635808,,,,,,,,,,,,
MRPL43,-1.626929698,-1.252950536,-1.945573303,-1.096837463,,-1.322591648,,,,-2.252511948,-3.066735235,,-2.076391911,-1.679092453,
MRPL44,,,,,,1.047724224,,,,,,,,,
MRPL47,0.959576369,,-1.869487855,0.625683141,,1.075940004,,,1.693159988,,,1.507264004,1.377013881,1.083083635,
MRPL51,-2.221227183,-1.848543516,-1.903684822,-2.046621214,,-1.66826488,-3.40234915,-2.276419038,-1.584453701,-2.467402987,-2.684464875,-2.146933906,-2.497283683,-1.681145407,
MRPL52,,-1.26340172,-1.822617149,-1.32320762,-3.631986067,-1.277124289,-3.220952088,-1.866962907,,-2.119788849,,,-3.001137895,-1.364120013,-3.7119821
MRPL54,,,-2.098900536,,-3.134138079,,,1.480346772,,,,,,,
MRPL55,,,-2.016799466,,,1.092270885,,,0.886751089,,,,,,
MRPL57,-1.559641941,-1.443056562,-1.68317065,,-3.00954596,-0.956091526,,-1.459651216,-1.452926178,-1.775293128,-4.025503412,-1.192222101,-2.124113482,-0.94882362,
MRPL9,,,,,,0.903540981,,,,,,,,,
MRPS10,,,-1.319467864,,,0.494570745,,,,,,,,,
MRPS11,,,-2.650717194,,,,,,,,,,,,
MRPS12,-1.30445131,-1.302271821,-1.563621832,-1.378676364,,,,,,-2.169251354,-2.151727679,,,,
MRPS15,-1.13966381,-0.88894604,-2.588284247,,,,,,,,,,,,
MRPS16,-1.382821727,-1.028541268,-1.75198432,,,,,,,,,,,,
MRPS18B,-1.670178278,,-2.215132811,,,-1.014223959,,,,,,,-2.612961224,-1.128664126,
MRPS18C,-1.429910616,-1.359718366,-1.8771382,-1.487989392,,-1.276936735,-2.731577166,,,-2.026795245,-2.766454379,-1.873869974,-2.078674377,-1.575795274,
MRPS21,-1.265986179,-1.179163187,-1.725866715,-1.184863244,-3.835650976,-0.98149883,-2.416635429,-1.504830655,-1.59052552,-1.938416313,-2.438885233,,-2.252610564,-1.01610845,
MRPS22,,,-1.206088128,,,,,,,,,,,,
MRPS23,-1.797666941,,-1.826421565,,,,,,,,,,,,
MRPS24,,-0.774317043,-1.533276394,,,,,,-1.362994788,-2.62384037,-3.197603761,,-2.100136641,-0.694319754,
MRPS25,-1.551596103,,-1.477255275,,,,,,,,,,,,
